id,caminho_atual,pacote_origem,arquivo_origem_no_zip,sha256,tamanho,area_modulo,destino_recomendado,destino_logico,procedencia,licenca,linguagem_funcao,tipo,dependencias,imports,mocks,segredos,riscos_seguranca,riscos_operacionais,compatibilidade,testes_necessarios,recomendacao,confianca,justificativa,aprovacao_humana
809,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/hooks/useSpeech.ts,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/hooks/useSpeech.ts,e36546162acceffe812822a414314cafed08e291d81415e44b584908d1ab30c7,2300,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/hooks/useSpeech.ts,apps/web-banking/reference-prototypes/corporate-we-bank/hooks/useSpeech.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
810,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/html/index.html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/html/index.html,cb8801a3b077d27a247fa2f983c2fffad5aec8b445f7fb9f03225e59e4b1166e,238316,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/html/index.html,apps/web-banking/reference-prototypes/corporate-we-bank/html/index.html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
811,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.css,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/index.css,b23bd91536af64c65b195b3db11e911968ac94c6fe1653f7869a4fa520e18cab,59805,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.css,apps/web-banking/reference-prototypes/corporate-we-bank/index.css,CONHECIDA,PRESENTE,.css,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
812,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/index.html,b7369cde58f2171bbd7de0e9d4a2e166571cd6448c3a17274637c6895a8c905a,261166,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.html,apps/web-banking/reference-prototypes/corporate-we-bank/index.html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
813,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.tsx,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/index.tsx,a7899f9de040e9b3a052d6f056c193d111d86124dbd61ab550e654985fb70be9,510,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/index.tsx,apps/web-banking/reference-prototypes/corporate-we-bank/index.tsx,CONHECIDA,PRESENTE,.tsx,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
814,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/inject-pwa.cjs,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/inject-pwa.cjs,4c8ef31a49c36730d4fa6612e95a82eaa00c90f39b4954eea2565e0b80043555,1080,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/inject-pwa.cjs,apps/web-banking/reference-prototypes/corporate-we-bank/inject-pwa.cjs,CONHECIDA,AUSENTE,.cjs,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
815,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/manifest.json,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/manifest.json,7dfa7520a6297628e6a266aa9feaff33401aec05f061f0505351ecf94b19a38c,855,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/manifest.json,apps/web-banking/reference-prototypes/corporate-we-bank/manifest.json,CONHECIDA,AUSENTE,.json,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
816,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/metadata.json,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/metadata.json,887ed962d88b808fd3531d29d0cea3ee58401b900e032e7efeb7b50d0a31685e,216,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/metadata.json,apps/web-banking/reference-prototypes/corporate-we-bank/metadata.json,CONHECIDA,AUSENTE,.json,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
817,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/okversaoclaud.html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/okversaoclaud.html,1772014651d02066888b7e642c383aa19e1aedcd06ccc2a30f1353cdf74ac760,258515,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/okversaoclaud.html,apps/web-banking/reference-prototypes/corporate-we-bank/okversaoclaud.html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
818,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/package-lock.json,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/package-lock.json,c5909e596fd52510bc0c73c9bde074287a9efe9aa7bc7ca0f5821f99322613b9,78200,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/package-lock.json,apps/web-banking/reference-prototypes/corporate-we-bank/package-lock.json,CONHECIDA,PRESENTE,.json,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
819,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/package.json,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/package.json,23c1d8659d456eca36632fa7225ac603845e7dfea85a1e716904e2ede74f456a,600,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/package.json,apps/web-banking/reference-prototypes/corporate-we-bank/package.json,CONHECIDA,PRESENTE,.json,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
820,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/preview (19).html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/preview (19).html,ba40f6b8d502e086a8e00ca30fad94f26cf100fbfdac06aa61dd4876cdee2ea6,161874,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/preview (19).html,apps/web-banking/reference-prototypes/corporate-we-bank/preview (19).html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
821,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_blue_black_menu_20x (1).html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/regenera_bank_private_financial_os_blue_black_menu_20x (1).html,3272b1ee6d654d3f1934802337c0ddeed37716f1774aa803ca163bd91ea04d4c,161875,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_blue_black_menu_20x (1).html,apps/web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_blue_black_menu_20x (1).html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
822,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_complete_23_modules.html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/regenera_bank_private_financial_os_complete_23_modules.html,cb8801a3b077d27a247fa2f983c2fffad5aec8b445f7fb9f03225e59e4b1166e,238316,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_complete_23_modules.html,apps/web-banking/reference-prototypes/corporate-we-bank/regenera_bank_private_financial_os_complete_23_modules.html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
823,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regeneraoktop.html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/regeneraoktop.html,cb8801a3b077d27a247fa2f983c2fffad5aec8b445f7fb9f03225e59e4b1166e,238316,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/regeneraoktop.html,apps/web-banking/reference-prototypes/corporate-we-bank/regeneraoktop.html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
824,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/RB.ts,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/services/RB.ts,bb31b8e60a35e8581921af8a23a4347453ca5aba466459139b4bc0989dd524c8,3458,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/RB.ts,apps/web-banking/reference-prototypes/corporate-we-bank/services/RB.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,SIM,ALTO,BAIXO,ALTA,SIM,REJEITAR,ALTA,Segredo potencial detectado. O arquivo deve ser rejeitado ou expurgado.,SIM
825,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/geminiService.ts,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/services/geminiService.ts,30829f679fde8f2606cb76820cbc526890fa31283ba4695ba853d4114652588d,9257,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/geminiService.ts,apps/web-banking/reference-prototypes/corporate-we-bank/services/geminiService.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
826,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/regeneraoktop.html,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/services/regeneraoktop.html,cb8801a3b077d27a247fa2f983c2fffad5aec8b445f7fb9f03225e59e4b1166e,238316,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/services/regeneraoktop.html,apps/web-banking/reference-prototypes/corporate-we-bank/services/regeneraoktop.html,CONHECIDA,PRESENTE,.html,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
827,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/sw.js,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/sw.js,52adeb1addcaeeaef2d66b9610d0251518a722f7c5c8616f073f87063dfa95df,1406,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/sw.js,apps/web-banking/reference-prototypes/corporate-we-bank/sw.js,CONHECIDA,AUSENTE,.js,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
828,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/transform.cjs,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/transform.cjs,5d079dda9673bceaa6c525cf08e3d6a53e0f60902c3ff5572d7dd9e036076aa8,3763,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/transform.cjs,apps/web-banking/reference-prototypes/corporate-we-bank/transform.cjs,CONHECIDA,PRESENTE,.cjs,código-fonte/protótipo,N/A,N/A,N/A,SIM,ALTO,BAIXO,ALTA,SIM,REJEITAR,ALTA,Segredo potencial detectado. O arquivo deve ser rejeitado ou expurgado.,SIM
829,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/tsconfig.json,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/tsconfig.json,8641deb29adfd1958488d1951f0d5ddf3013f498aa67ce0f621e347f0ef608d2,542,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/tsconfig.json,apps/web-banking/reference-prototypes/corporate-we-bank/tsconfig.json,CONHECIDA,PRESENTE,.json,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
830,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/types.ts,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/types.ts,4938e79abda5c57f5d73a6ebd4aec1f989aa4f7cc80c63dfa562291a6ced14fe,3063,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/types.ts,apps/web-banking/reference-prototypes/corporate-we-bank/types.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
831,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/vercel.json,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/vercel.json,1a231eec0ffa4bbc57a08fef937b6dc6456476101319bbb4eabe780a135ffb48,155,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/vercel.json,apps/web-banking/reference-prototypes/corporate-we-bank/vercel.json,CONHECIDA,AUSENTE,.json,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
832,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/vite.config.ts,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb 2(1).zip,11.0-Regenera-Corporate-|-We-Bank---We-Future--2026-06-23-e89fb/vite.config.ts,cbd040b6e6e29ec142ba30c1ca9bc9fa5ee7895bc8183a80e6a7e85aff1d7244,712,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/vite.config.ts,apps/web-banking/reference-prototypes/corporate-we-bank/vite.config.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
1497,04-bffs/regenera-api-partners/docs/source-material/webhook.service.ts,regenera-bank.zip,regenera-bank/04-bffs/regenera-api-partners/docs/source-material/webhook.service.ts,652ff6bc4c1bd87d76cd9801d81e5fdf1c382dee51a700218694ebabd87e72ba,5056,04-bffs/regenera-api-partners,04-bffs/regenera-api-partners/docs/source-material/webhook.service.ts,bff/partner-api-facade/docs/source-material/webhook.service.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
1947,02-contracts/regenera-contracts-events/docs/source-material/domain-event.interface.ts,regenera-bank.zip,regenera-bank/02-contracts/regenera-contracts-events/docs/source-material/domain-event.interface.ts,9e699dfdd16884c293d1f4fadc1094bd203d2391d7925fa34e4363aacb152e64,152,02-contracts/regenera-contracts-events,02-contracts/regenera-contracts-events/docs/source-material/domain-event.interface.ts,contracts/events/docs/source-material/domain-event.interface.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
2623,06-risk-control/regenera-control-audit/docs/source-material/audit-context.middleware.ts,regenera-bank.zip,regenera-bank/06-risk-control/regenera-control-audit/docs/source-material/audit-context.middleware.ts,84e2cc305f0bb8f1ddcaa0488036c0606b5f68db7040834dc0d10f47de8c9714,1638,06-risk-control/regenera-control-audit,06-risk-control/regenera-control-audit/docs/source-material/audit-context.middleware.ts,governance/audit/docs/source-material/audit-context.middleware.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
2624,06-risk-control/regenera-control-audit/docs/source-material/audit-sign.ts,regenera-bank.zip,regenera-bank/06-risk-control/regenera-control-audit/docs/source-material/audit-sign.ts,a4fbff83f5528ba245f64d7558ea4d6515bd988ff32352f812e556b0b6eb1483,1948,06-risk-control/regenera-control-audit,06-risk-control/regenera-control-audit/docs/source-material/audit-sign.ts,governance/audit/docs/source-material/audit-sign.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3481,06-risk-control/regenera-risk-kyc/docs/source-material/compliance-privacy.sql,regenera-bank.zip,regenera-bank/06-risk-control/regenera-risk-kyc/docs/source-material/compliance-privacy.sql,e19a6514b82b449b423f40fcc691f97b93b81ede645c27f4f6e62aada19a03e7,10951,06-risk-control/regenera-risk-kyc,06-risk-control/regenera-risk-kyc/docs/source-material/compliance-privacy.sql,domains/kyc/docs/source-material/compliance-privacy.sql,CONHECIDA,PRESENTE,.sql,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3482,06-risk-control/regenera-risk-kyc/docs/source-material/kyc.service.ts,regenera-bank.zip,regenera-bank/06-risk-control/regenera-risk-kyc/docs/source-material/kyc.service.ts,2f9f9efbf7f581ab590aa229f60daa962e7685311530fa92c65f9ec15ce319d3,6394,06-risk-control/regenera-risk-kyc,06-risk-control/regenera-risk-kyc/docs/source-material/kyc.service.ts,domains/kyc/docs/source-material/kyc.service.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3483,06-risk-control/regenera-risk-kyc/docs/source-material/pep.provider.ts,regenera-bank.zip,regenera-bank/06-risk-control/regenera-risk-kyc/docs/source-material/pep.provider.ts,cf71731a56350f1c001d24d179a3bf5200989de710e7b1ffdd454620f6ff497f,157,06-risk-control/regenera-risk-kyc,06-risk-control/regenera-risk-kyc/docs/source-material/pep.provider.ts,domains/kyc/docs/source-material/pep.provider.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3680,05-core-banking/regenera-core-ledger/docs/source-material/0001-financial-foundation.sql,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-ledger/docs/source-material/0001-financial-foundation.sql,a77316f91a01f20e1c711cfe6ab076a882520246d58f9e17632cc49718be0cbc,7563,05-core-banking/regenera-core-ledger,05-core-banking/regenera-core-ledger/docs/source-material/0001-financial-foundation.sql,domains/ledger/docs/source-material/0001-financial-foundation.sql,CONHECIDA,PRESENTE,.sql,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3681,05-core-banking/regenera-core-ledger/docs/source-material/money.value-object.ts,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-ledger/docs/source-material/money.value-object.ts,bad3af362e545ca26bd0275ac261eabbea90e74abf3bfd1ed1c775d6e5dce757,6702,05-core-banking/regenera-core-ledger,05-core-banking/regenera-core-ledger/docs/source-material/money.value-object.ts,domains/ledger/docs/source-material/money.value-object.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3960,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency-log.entity.ts,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency-log.entity.ts,3744349ec032ad5c0e6ba8f9c58c75cd55fa9f3c792b7ee48cd5e31db27e8f55,2029,05-core-banking/regenera-core-payment-orchestrator,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency-log.entity.ts,domains/payment-orchestrator/docs/source-material/idempotency-log.entity.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3961,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency.service.ts,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency.service.ts,c41c379c0f98ed010c84e8ab6f1ec215ed906733b79d792fd47d331482099915,4911,05-core-banking/regenera-core-payment-orchestrator,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/idempotency.service.ts,domains/payment-orchestrator/docs/source-material/idempotency.service.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
3962,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/outbox-event.entity.ts,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-payment-orchestrator/docs/source-material/outbox-event.entity.ts,fe18a2eb134e3260c03f6a8a4e795651316926809f57c38eceb8edcd19ff225c,1640,05-core-banking/regenera-core-payment-orchestrator,05-core-banking/regenera-core-payment-orchestrator/docs/source-material/outbox-event.entity.ts,domains/payment-orchestrator/docs/source-material/outbox-event.entity.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
4146,06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation-run.entity.ts,regenera-bank.zip,regenera-bank/06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation-run.entity.ts,23a91ecc8822cb59f0ac1a3d327b03554a434442dc3746b00e15e9bea96c7aa9,560,06-risk-control/regenera-control-reconciliation,06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation-run.entity.ts,domains/reconciliation/docs/source-material/reconciliation-run.entity.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
