type,area,module,path,size_bytes,priority,action
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureCredit/Sources/FeatureCredit/Domain/SimulateCredit.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureCredit/Sources/FeatureCredit/Presentation/CreditSimulationView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureCredit/Sources/FeatureCredit/Presentation/CreditView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureCredit/Sources/FeatureCredit/Presentation/CreditViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureHome/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureHome/Sources/FeatureHome/Data/HomeAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureHome/Sources/FeatureHome/Data/HomeRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureHome/Sources/FeatureHome/Domain/{GetHomeSummary.swift},0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureHome/Sources/FeatureHome/Presentation/HomeView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureHome/Sources/FeatureHome/Presentation/HomeViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureHome/Sources/FeatureHome/Presentation/HomeViewState.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Data/InvestmentsAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Data/InvestmentsRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Domain/GetInvestmentProducts.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Domain/GetPortfolio.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Domain/SubmitInvestmentOrder.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Presentation/InvestmentsView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Presentation/InvestmentsViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureInvestments/Sources/FeatureInvestments/Presentation/PortfolioView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Data/OnboardingAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Data/OnboardingRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Domain/PerformLivenessCheck.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Domain/SubmitCustomerData.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Domain/SubmitDocument.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Presentation/OnboardingView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureOnboarding/Sources/FeatureOnboarding/Presentation/OnboardingViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Data/PixAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Data/PixRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Domain/ConfirmPixPayment.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Domain/CreatePixPayment.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Domain/GetPixReceipt.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Domain/ValidatePixKey.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Presentation/PixConfirmationView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Presentation/PixHomeView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Presentation/PixPaymentView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Presentation/PixReceiptView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeaturePix/Sources/FeaturePix/Presentation/PixViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Data/ProfileAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Data/ProfileRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Domain/GetAuthorizedDevices.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Domain/GetProfile.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Domain/RevokeDevice.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/DevicesView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/ProfileView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/ProfileViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureProfile/Sources/FeatureProfile/Presentation/SecurityView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Sources/FeatureSupport/Data/SupportAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Sources/FeatureSupport/Data/SupportRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Sources/FeatureSupport/Domain/CreateSupportCase.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Sources/FeatureSupport/Domain/GetSupportCases.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Sources/FeatureSupport/Presentation/SupportCaseView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Sources/FeatureSupport/Presentation/SupportView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureSupport/Sources/FeatureSupport/Presentation/SupportViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Data/TransactionsAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Data/TransactionsRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Domain/GetTransactionDetails.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Domain/GetTransactions.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Presentation/TransactionDetailsView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Presentation/TransactionListView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Presentation/TransactionsViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Data/TransfersAPI.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Data/TransfersRepository.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Domain/CreateTransfer.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Domain/ScheduleTransfer.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Presentation/TransferConfirmationView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Presentation/TransferView.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Presentation/TransfersViewModel.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-ios,03-channels/regenera-channel-ios/Package.swift,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/.env.example,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/next.config.mjs,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/playwright.config.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/public/favicon.ico,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/public/robots.txt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/api-catalog/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/applications/[applicationId]/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/applications/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/certificates/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/certification/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/credentials/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/documentation/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/layout.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/sandbox/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/support/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/usage/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/app/webhooks/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/components/ApiExplorer.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/components/CertificateManager.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/components/CredentialPanel.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/components/ErrorCatalog.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/components/OpenApiViewer.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/components/UsageChart.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/components/WebhookTester.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/lib/api-client.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/lib/auth-session.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/lib/error-mapper.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/src/lib/openapi-loader.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/tests/e2e/application-registration.spec.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/tests/e2e/webhook-configuration.spec.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-partner-portal,03-channels/regenera-channel-partner-portal/vitest.config.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/.env.example,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/.eslintrc.cjs,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/.prettierrc,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/instrumentation.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/next.config.mjs,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/playwright.config.ts,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/public/favicon.ico,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/public/manifest.webmanifest,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/public/robots.txt,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/accounts/[accountId]/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/accounts/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/cards/[cardId]/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/cards/invoice/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/cards/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/credit/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/home/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/investments/page.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
ARQUIVO_ZERO_BYTES,03-channels,03-channels/regenera-channel-web-banking,03-channels/regenera-channel-web-banking/src/app/(authenticated)/layout.tsx,0,P0,Implementar conteúdo válido ou remover o arquivo do mapa.
