id,arquivo_atual,caminho_origem_resolvido,caminho_staging,destino_recomendado,existencia_origem,existencia_staging,existencia_destino,sha256_origem,sha256_staging,sha256_destino,igualdade_hashes,destino_topologicamente_correto,origem_preservada,ausencia_sobrescrita,resultado_final
1104,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/Header.tsx,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/Header.tsx,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/Header.tsx,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/Header.tsx,SIM,SIM,SIM,85c346a3bded0eb5b4c698d58fdd2840092d82a54743aa5e59c0227be3c672db,85c346a3bded0eb5b4c698d58fdd2840092d82a54743aa5e59c0227be3c672db,85c346a3bded0eb5b4c698d58fdd2840092d82a54743aa5e59c0227be3c672db,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1105,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/HeaderNavigation.tsx,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/HeaderNavigation.tsx,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/HeaderNavigation.tsx,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/HeaderNavigation.tsx,SIM,SIM,SIM,f1a06dc7e6ed9b892ff3b3b6c355abefb368004056a81029db2a5150ea55fce5,f1a06dc7e6ed9b892ff3b3b6c355abefb368004056a81029db2a5150ea55fce5,f1a06dc7e6ed9b892ff3b3b6c355abefb368004056a81029db2a5150ea55fce5,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1106,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/Input.tsx,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/Input.tsx,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/Input.tsx,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/Input.tsx,SIM,SIM,SIM,c8b2bc69188b4158c410bc8b64a2fbc1e476b87e4c9835d24fd44bb1e936cef1,c8b2bc69188b4158c410bc8b64a2fbc1e476b87e4c9835d24fd44bb1e936cef1,c8b2bc69188b4158c410bc8b64a2fbc1e476b87e4c9835d24fd44bb1e936cef1,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1107,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/RaphaelaOrb.tsx,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/RaphaelaOrb.tsx,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/RaphaelaOrb.tsx,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/RaphaelaOrb.tsx,SIM,SIM,SIM,f1d3351134b8ff852b260b4fec5af0aa1ad78371a69f049e47baa145ed7345bd,f1d3351134b8ff852b260b4fec5af0aa1ad78371a69f049e47baa145ed7345bd,f1d3351134b8ff852b260b4fec5af0aa1ad78371a69f049e47baa145ed7345bd,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1108,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/ThemeToggle.tsx,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/ThemeToggle.tsx,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/ThemeToggle.tsx,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/ThemeToggle.tsx,SIM,SIM,SIM,eaeef18dfc9eb9f821f93103b029c1a78731d12de5c01873404e4d31d5bf43ee,eaeef18dfc9eb9f821f93103b029c1a78731d12de5c01873404e4d31d5bf43ee,eaeef18dfc9eb9f821f93103b029c1a78731d12de5c01873404e4d31d5bf43ee,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1109,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/VoiceWave.tsx,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/shared/ui/VoiceWave.tsx,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/VoiceWave.tsx,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/shared/ui/VoiceWave.tsx,SIM,SIM,SIM,09259ff976996709c6bd56d1911cc67f9d5f448492dc268d94490de4b23542b6,09259ff976996709c6bd56d1911cc67f9d5f448492dc268d94490de4b23542b6,09259ff976996709c6bd56d1911cc67f9d5f448492dc268d94490de4b23542b6,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1118,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/vite-env.d.ts,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/src/vite-env.d.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/vite-env.d.ts,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/src/vite-env.d.ts,SIM,SIM,SIM,e4a6ea93f3780894274996414f3702756970454a2cb41b87970c860d3afb2d29,e4a6ea93f3780894274996414f3702756970454a2cb41b87970c860d3afb2d29,e4a6ea93f3780894274996414f3702756970454a2cb41b87970c860d3afb2d29,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1119,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/tailwind.config.js,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/tailwind.config.js,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/tailwind.config.js,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/tailwind.config.js,SIM,SIM,SIM,cbdf5e069c3733f9dc0a98d7fcb3534acbd99997f46bd209ff5f67f2dc33ae36,cbdf5e069c3733f9dc0a98d7fcb3534acbd99997f46bd209ff5f67f2dc33ae36,cbdf5e069c3733f9dc0a98d7fcb3534acbd99997f46bd209ff5f67f2dc33ae36,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1120,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/test_playwright.js,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/test_playwright.js,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/test_playwright.js,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/test_playwright.js,SIM,SIM,SIM,4e88c72ab220b8cdbbc86dd6e8bd4f5712e0c251b3b0f9181333fd8601f31b51,4e88c72ab220b8cdbbc86dd6e8bd4f5712e0c251b3b0f9181333fd8601f31b51,4e88c72ab220b8cdbbc86dd6e8bd4f5712e0c251b3b0f9181333fd8601f31b51,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1131,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/tsconfig.node.json,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/tsconfig.node.json,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/tsconfig.node.json,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/tsconfig.node.json,SIM,SIM,SIM,9e2abb169ea87b7190613a1d4da57ca608463a453bd4231fa3aeee5e308370dd,9e2abb169ea87b7190613a1d4da57ca608463a453bd4231fa3aeee5e308370dd,9e2abb169ea87b7190613a1d4da57ca608463a453bd4231fa3aeee5e308370dd,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1133,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/vite.config.ts,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-web-banking/vite.config.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/vite.config.ts,03-channels/regenera-channel-web-banking/source-material/pipeline-green-v4/vite.config.ts,SIM,SIM,SIM,62d596670525ab51d211f4a3d4466d3b052cf2a18de64f910a38c448e8f2ee31,62d596670525ab51d211f4a3d4466d3b052cf2a18de64f910a38c448e8f2ee31,62d596670525ab51d211f4a3d4466d3b052cf2a18de64f910a38c448e8f2ee31,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1146,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-windows-operations/.regenera-agent/RELATORIO.md,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-windows-operations/.regenera-agent/RELATORIO.md,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/04-Regenera-Windows-Operations-Production/.regenera-agent/RELATORIO.md,00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/04-Regenera-Windows-Operations-Production/.regenera-agent/RELATORIO.md,SIM,SIM,SIM,833e566103f1eb9e7b908a78f7e14d57ba49649b28ecf1b4652547f91e4f6a21,833e566103f1eb9e7b908a78f7e14d57ba49649b28ecf1b4652547f91e4f6a21,833e566103f1eb9e7b908a78f7e14d57ba49649b28ecf1b4652547f91e4f6a21,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1147,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-windows-operations/.regenera-agent/ledger.json,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-windows-operations/.regenera-agent/ledger.json,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/04-Regenera-Windows-Operations-Production/.regenera-agent/ledger.json,00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/04-Regenera-Windows-Operations-Production/.regenera-agent/ledger.json,SIM,SIM,SIM,029eec3f1456cdddb71e271b4d3e328a5252d01ec85af4cc269c2d1eb87d560f,029eec3f1456cdddb71e271b4d3e328a5252d01ec85af4cc269c2d1eb87d560f,029eec3f1456cdddb71e271b4d3e328a5252d01ec85af4cc269c2d1eb87d560f,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1149,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-windows-operations/04-Regenera-Windows-Operations-Production (2).zip,/Volumes/REGENERA BANK/regenera-bank/03-channels/regenera-channel-windows-operations/04-Regenera-Windows-Operations-Production (2).zip,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/99-archive/source-packages/arquivo-5-zip/04-Regenera-Windows-Operations-Production (2).zip,99-archive/source-packages/arquivo-5-zip/04-Regenera-Windows-Operations-Production (2).zip,SIM,SIM,SIM,c16be611d3ed9ed016df73a7016fb97314540cbff810578d975913ae55f1f191,c16be611d3ed9ed016df73a7016fb97314540cbff810578d975913ae55f1f191,c16be611d3ed9ed016df73a7016fb97314540cbff810578d975913ae55f1f191,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1463,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/.regenera-agent/RELATORIO.md,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/.regenera-agent/RELATORIO.md,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/05-Regenera-Partner-APIs-Production/.regenera-agent/RELATORIO.md,00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/05-Regenera-Partner-APIs-Production/.regenera-agent/RELATORIO.md,SIM,SIM,SIM,96dc9bd6df7a4a7a566c9ed613383d16fb8fb7a4988921065f61498701a7086a,96dc9bd6df7a4a7a566c9ed613383d16fb8fb7a4988921065f61498701a7086a,96dc9bd6df7a4a7a566c9ed613383d16fb8fb7a4988921065f61498701a7086a,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1464,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/.regenera-agent/ledger.json,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/.regenera-agent/ledger.json,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/05-Regenera-Partner-APIs-Production/.regenera-agent/ledger.json,00-governance/audit-evidence/agent-cli/arquivo-5-zip/2.Mapa-Mestre-Executado/05-Regenera-Partner-APIs-Production/.regenera-agent/ledger.json,SIM,SIM,SIM,666d4e1fd5b5f9abe579646230644d30fee2bcf54defd9df041a56b62dcefd52,666d4e1fd5b5f9abe579646230644d30fee2bcf54defd9df041a56b62dcefd52,666d4e1fd5b5f9abe579646230644d30fee2bcf54defd9df041a56b62dcefd52,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1466,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/05-Regenera-Partner-APIs-Production (1).zip,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/05-Regenera-Partner-APIs-Production (1).zip,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/99-archive/source-packages/arquivo-5-zip/05-Regenera-Partner-APIs-Production (1).zip,99-archive/source-packages/arquivo-5-zip/05-Regenera-Partner-APIs-Production (1).zip,SIM,SIM,SIM,ea79863e79f4e862fafc353f01551e4902a020a17b17320583a0fa04b8e90930,ea79863e79f4e862fafc353f01551e4902a020a17b17320583a0fa04b8e90930,ea79863e79f4e862fafc353f01551e4902a020a17b17320583a0fa04b8e90930,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1538,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/src/events/webhooks/signature.validator.ts,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/src/events/webhooks/signature.validator.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/webhooks/signature.validator.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/webhooks/signature.validator.ts,SIM,SIM,SIM,b07a4b0605664d7fed4c8102bd7eba1827ab0eee33f63fcdda2e264e60f2bb4a,b07a4b0605664d7fed4c8102bd7eba1827ab0eee33f63fcdda2e264e60f2bb4a,b07a4b0605664d7fed4c8102bd7eba1827ab0eee33f63fcdda2e264e60f2bb4a,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1539,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/src/events/webhooks/webhook.controller.ts,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/src/events/webhooks/webhook.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/webhooks/webhook.controller.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/webhooks/webhook.controller.ts,SIM,SIM,SIM,1951b5e50c6be8167a50a56fa2c967c70021b108c1420e5d6abe0d3a01191194,1951b5e50c6be8167a50a56fa2c967c70021b108c1420e5d6abe0d3a01191194,1951b5e50c6be8167a50a56fa2c967c70021b108c1420e5d6abe0d3a01191194,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1540,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/src/events/webhooks/webhook.service.ts,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/src/events/webhooks/webhook.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/webhooks/webhook.service.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/webhooks/webhook.service.ts,SIM,SIM,SIM,652ff6bc4c1bd87d76cd9801d81e5fdf1c382dee51a700218694ebabd87e72ba,652ff6bc4c1bd87d76cd9801d81e5fdf1c382dee51a700218694ebabd87e72ba,652ff6bc4c1bd87d76cd9801d81e5fdf1c382dee51a700218694ebabd87e72ba,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1541,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/webhook-verifier.ts,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-api-partners/webhooks/source-material/webhook-verifier.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/04-bffs/regenera-api-partners/source-material/arquivos-2/webhook-verifier.ts,04-bffs/regenera-api-partners/source-material/arquivos-2/webhook-verifier.ts,SIM,SIM,SIM,d9190ce3f0c3aa5952dee144f19dcd5307a25f84a69ce983fc1ed32ea6e1168d,d9190ce3f0c3aa5952dee144f19dcd5307a25f84a69ce983fc1ed32ea6e1168d,d9190ce3f0c3aa5952dee144f19dcd5307a25f84a69ce983fc1ed32ea6e1168d,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1542,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-shared/source-material/health.controller.ts,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-shared/source-material/health.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/04-bffs/regenera-shared/source-material/arquivos-2/health.controller.ts,04-bffs/regenera-shared/source-material/arquivos-2/health.controller.ts,SIM,SIM,SIM,daded0467168fad5a481ae97401b9289a7634ea30597cf0acd1341ed5d5e7740,daded0467168fad5a481ae97401b9289a7634ea30597cf0acd1341ed5d5e7740,daded0467168fad5a481ae97401b9289a7634ea30597cf0acd1341ed5d5e7740,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
1543,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-shared/source-material/http-exception.filter.ts,/Volumes/REGENERA BANK/regenera-bank/04-bffs/regenera-shared/source-material/http-exception.filter.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/04-bffs/regenera-shared/source-material/arquivos-2/http-exception.filter.ts,04-bffs/regenera-shared/source-material/arquivos-2/http-exception.filter.ts,SIM,SIM,SIM,f8b731dc2657e2a6d76353115482b85805252b8b6432e4fcbf2191e88b3be83e,f8b731dc2657e2a6d76353115482b85805252b8b6432e4fcbf2191e88b3be83e,f8b731dc2657e2a6d76353115482b85805252b8b6432e4fcbf2191e88b3be83e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
2369,/Volumes/REGENERA BANK/regenera-bank/01-design-system/web/reference-assets/corporate-we-bank/icon-192.png,/Volumes/REGENERA BANK/regenera-bank/01-design-system/web/reference-assets/corporate-we-bank/icon-192.png,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/icon-192.png,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/icon-192.png,SIM,SIM,SIM,0788439c64d317edad6d5e6ba3add2713051a9265d5fe049515aebfb9b214213,0788439c64d317edad6d5e6ba3add2713051a9265d5fe049515aebfb9b214213,0788439c64d317edad6d5e6ba3add2713051a9265d5fe049515aebfb9b214213,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
2370,/Volumes/REGENERA BANK/regenera-bank/01-design-system/web/reference-assets/corporate-we-bank/icon-512.png,/Volumes/REGENERA BANK/regenera-bank/01-design-system/web/reference-assets/corporate-we-bank/icon-512.png,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/icon-512.png,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/icon-512.png,SIM,SIM,SIM,ca2f648df5fbcc564c6238dc36515666d3bb85a83e03a65656a7f51d0ffbf6b0,ca2f648df5fbcc564c6238dc36515666d3bb85a83e03a65656a7f51d0ffbf6b0,ca2f648df5fbcc564c6238dc36515666d3bb85a83e03a65656a7f51d0ffbf6b0,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
2505,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-accounts/source-material/src/core/entities/account.entity.ts,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-accounts/source-material/src/core/entities/account.entity.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/entities/account.entity.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/core/entities/account.entity.ts,SIM,SIM,SIM,ded6942a1d70f98503f6f5efddabd8d2979b31fb5ca3f29073b5326d261ce83b,ded6942a1d70f98503f6f5efddabd8d2979b31fb5ca3f29073b5326d261ce83b,ded6942a1d70f98503f6f5efddabd8d2979b31fb5ca3f29073b5326d261ce83b,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
2506,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-accounts/source-material/src/events/contracts/account/account.events.ts,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-accounts/source-material/src/events/contracts/account/account.events.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/contracts/account/account.events.ts,05-core-banking/regenera-core-legacy-monolith/source-material/pipeline-green-v4/src/events/contracts/account/account.events.ts,SIM,SIM,SIM,9badc0a39ade1f0f966b264780de759edfa00294153d675c0710c98dc331b50f,9badc0a39ade1f0f966b264780de759edfa00294153d675c0710c98dc331b50f,9badc0a39ade1f0f966b264780de759edfa00294153d675c0710c98dc331b50f,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
3437,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/consents/source-material/consent.entities.ts,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/consents/source-material/consent.entities.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-identity/source-material/arquivos-2/consent.entities.ts,05-core-banking/regenera-core-identity/source-material/arquivos-2/consent.entities.ts,SIM,SIM,SIM,469fef720b0bc6548970891bf511460eef95b43c601d605e861381d8ed4d33ee,469fef720b0bc6548970891bf511460eef95b43c601d605e861381d8ed4d33ee,469fef720b0bc6548970891bf511460eef95b43c601d605e861381d8ed4d33ee,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
3438,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/consents/source-material/consents.controller.ts,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/consents/source-material/consents.controller.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-identity/source-material/arquivos-2/consents.controller.ts,05-core-banking/regenera-core-identity/source-material/arquivos-2/consents.controller.ts,SIM,SIM,SIM,389bcf9f8a677734a3c82411da60d4a13edc4ef0bbb6f8aa5c4575815559b13d,389bcf9f8a677734a3c82411da60d4a13edc4ef0bbb6f8aa5c4575815559b13d,389bcf9f8a677734a3c82411da60d4a13edc4ef0bbb6f8aa5c4575815559b13d,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
3448,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/infrastructure/migrations/0003-auth-and-inbound.sql,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/infrastructure/migrations/0003-auth-and-inbound.sql,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-identity/source-material/arquivos-2/0003-auth-and-inbound.sql.sql,05-core-banking/regenera-core-identity/source-material/arquivos-2/0003-auth-and-inbound.sql.sql,SIM,SIM,SIM,171d6a4b756a5bd8341e5ba371e02ff215da361ea62ea05ca1479caac965a7b1,171d6a4b756a5bd8341e5ba371e02ff215da361ea62ea05ca1479caac965a7b1,171d6a4b756a5bd8341e5ba371e02ff215da361ea62ea05ca1479caac965a7b1,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
3449,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/infrastructure/migrations/6.Regenera-Migrations-0003-auth-and-inbound.sql,/Volumes/REGENERA BANK/regenera-bank/05-core-banking/regenera-core-identity/infrastructure/migrations/6.Regenera-Migrations-0003-auth-and-inbound.sql,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/05-core-banking/regenera-core-identity/source-material/arquivos-2/6.Regenera-Migrations-0003-auth-and-inbound.sql,05-core-banking/regenera-core-identity/source-material/arquivos-2/6.Regenera-Migrations-0003-auth-and-inbound.sql,SIM,SIM,SIM,3c80ad0a3e9dcf1d3faca07d00f2e2a7aa1d882dbc4c949e52429137d01ee85f,3c80ad0a3e9dcf1d3faca07d00f2e2a7aa1d882dbc4c949e52429137d01ee85f,3c80ad0a3e9dcf1d3faca07d00f2e2a7aa1d882dbc4c949e52429137d01ee85f,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
