capacidade,arquivo
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/aggregate/PostingBatch.kt
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/event/JournalEntryPosted.kt
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/event/JournalEntryReversed.kt
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/event/LedgerPeriodClosed.kt
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/policy/BalancedJournalPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/policy/DoubleEntryPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/policy/ClosedPeriodPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/main/kotlin/com/regenera/ledger/domain/policy/ImmutablePostingPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/policies/DoubleEntryPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/policies/AccountingPeriodPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/policies/CurrencyPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/policies/PostingImmutabilityPolicy.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/LedgerAccount.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/AccountingPeriod.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/LedgerEngine.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/JournalEntry.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/Release.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/Reversal.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/Hold.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/ReconciliationReference.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/Money.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/Posting.kt
Ledger,05-core-banking/regenera-core-ledger/src/domain/model/Settlement.kt
Ledger,05-core-banking/regenera-core-pix/tests/contract/pix-500-ledger.json
Ledger,06-risk-control/regenera-control-accounting/src/main/kotlin/com/regenera/accounting/application/command/CreateAccountingEntryCommand.kt
Ledger,06-risk-control/regenera-control-accounting/src/main/kotlin/com/regenera/accounting/domain/valueobject/AccountingEntryId.kt
Ledger,06-risk-control/regenera-control-accounting/src/main/kotlin/com/regenera/accounting/domain/aggregate/AccountingEntry.kt
Ledger,06-risk-control/regenera-control-reconciliation/connectors/ledger/.gitkeep
Transactions,02-contracts/regenera-contracts-json-schema/transaction.schema.json
Transactions,03-channels/regenera-channel-android/feature-transactions/build.gradle.kts
Transactions,03-channels/regenera-channel-android/feature-transactions/src/main/kotlin/com/regenera/transactions/data/TransactionsApi.kt
Transactions,03-channels/regenera-channel-android/feature-transactions/src/main/kotlin/com/regenera/transactions/domain/TransactionsRepository.kt
Transactions,03-channels/regenera-channel-android/feature-transactions/src/main/kotlin/com/regenera/transactions/domain/GetTransactionDetails.kt
Transactions,03-channels/regenera-channel-android/feature-transactions/src/main/kotlin/com/regenera/transactions/domain/GetTransactions.kt
Transactions,03-channels/regenera-channel-android/feature-transactions/src/main/kotlin/com/regenera/transactions/presentation/TransactionsViewModel.kt
Transactions,03-channels/regenera-channel-android/feature-transactions/src/main/kotlin/com/regenera/transactions/presentation/TransactionListScreen.kt
Transactions,03-channels/regenera-channel-android/feature-transactions/src/main/kotlin/com/regenera/transactions/presentation/TransactionDetailsScreen.kt
Transactions,03-channels/regenera-channel-android/feature-transfers/build.gradle.kts
Transactions,03-channels/regenera-channel-android/feature-transfers/src/main/kotlin/com/regenera/transfers/data/TransfersApi.kt
Transactions,03-channels/regenera-channel-android/feature-transfers/src/main/kotlin/com/regenera/transfers/domain/CreateTransfer.kt
Transactions,03-channels/regenera-channel-android/feature-transfers/src/main/kotlin/com/regenera/transfers/domain/ScheduleTransfer.kt
Transactions,03-channels/regenera-channel-android/feature-transfers/src/main/kotlin/com/regenera/transfers/domain/TransfersRepository.kt
Transactions,03-channels/regenera-channel-android/feature-transfers/src/main/kotlin/com/regenera/transfers/presentation/TransfersViewModel.kt
Transactions,03-channels/regenera-channel-android/feature-transfers/src/main/kotlin/com/regenera/transfers/presentation/TransferConfirmationScreen.kt
Transactions,03-channels/regenera-channel-android/feature-transfers/src/main/kotlin/com/regenera/transfers/presentation/TransferScreen.kt
Transactions,03-channels/regenera-channel-web-banking/mobile/src/features/transfer-flow/ReceiptShare.ts
Transactions,03-channels/regenera-channel-web-banking/mobile/src/features/transfer-flow/IdempotentButton.tsx
Transactions,03-channels/regenera-channel-web-banking/mobile/src/features/transfer-flow/PixScreen.tsx
Transactions,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Banking/TransferArea.tsx
Transactions,03-channels/regenera-channel-web-banking/reference-prototypes/corporate-we-bank/components/Modules/Transactions.tsx
Transactions,03-channels/regenera-channel-web-banking/src/app/(authenticated)/transfers/page.tsx
Transactions,03-channels/regenera-channel-web-banking/src/app/(authenticated)/transactions/page.tsx
Transactions,03-channels/regenera-channel-web-banking/src/app/(authenticated)/transactions/[transactionId]/page.tsx
Transactions,03-channels/regenera-channel-web-banking/src/app/api/bff/accounts/[accountId]/transactions/route.ts
Transactions,03-channels/regenera-channel-web-banking/src/features/transfer/ui/TransferPage.tsx
Transactions,03-channels/regenera-channel-web-banking/src/features/transactions/useTransactions.ts
Transactions,03-channels/regenera-channel-web-banking/src/features/transactions/transactions.api.ts
Transactions,03-channels/regenera-channel-web-banking/src/features/transactions/transactions.schema.ts
Transactions,03-channels/regenera-channel-web-banking/src/features/transactions/transactions.types.ts
Transactions,03-channels/regenera-channel-web-banking/src/shared/api/model/pixTransferRequest.ts
Transactions,03-channels/regenera-channel-web-banking/src/components/payments/TransactionReceipt.tsx
Transactions,03-channels/regenera-channel-web-banking/src/reused-enterprise/features/transfer/ui/TransferPage.tsx
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Package.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Data/TransfersAPI.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Data/TransfersRepository.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Domain/ScheduleTransfer.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Domain/CreateTransfer.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Presentation/TransferConfirmationView.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Presentation/TransferView.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransfers/Sources/FeatureTransfers/Presentation/TransfersViewModel.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Package.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Data/TransactionsAPI.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Data/TransactionsRepository.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Domain/GetTransactions.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Domain/GetTransactionDetails.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Presentation/TransactionsViewModel.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Presentation/TransactionDetailsView.swift
Transactions,03-channels/regenera-channel-ios/FeatureTransactions/Sources/FeatureTransactions/Presentation/TransactionListView.swift
Transactions,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Desktop/ViewModels/TransactionDetailsViewModel.cs
Transactions,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Desktop/Views/Transactions/TransactionsPage.xaml
Transactions,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Desktop/Views/Transactions/TransactionDetailsPage.xaml
Transactions,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Application/Transactions/GetTransactionTimelineQuery.cs
Transactions,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Application/Transactions/GetTransactionQuery.cs
Transactions,04-bffs/regenera-bff-web/src/main/kotlin/com/regenera/bff/api/TransactionsController.kt
Transactions,04-bffs/regenera-bff-web/src/main/kotlin/com/regenera/bff/application/GetTransactionTimelineUseCase.kt
Transactions,04-bffs/regenera-bff-mobile/src/main/kotlin/com/regenera/bff/application/ConfirmBiometricTransactionUseCase.kt
Transactions,05-core-banking/regenera-core-transactions/LICENSE
Transactions,05-core-banking/regenera-core-transactions/CHANGELOG.md
Transactions,05-core-banking/regenera-core-transactions/docker-compose.local.yml
Transactions,05-core-banking/regenera-core-transactions/Dockerfile
Transactions,05-core-banking/regenera-core-transactions/Makefile
Transactions,05-core-banking/regenera-core-transactions/CODEOWNERS
Transactions,05-core-banking/regenera-core-transactions/.tool-versions
Transactions,05-core-banking/regenera-core-transactions/service.yaml
Transactions,05-core-banking/regenera-core-transactions/.editorconfig
Transactions,05-core-banking/regenera-core-transactions/README.md
Transactions,05-core-banking/regenera-core-transactions/.gitignore
Transactions,05-core-banking/regenera-core-transactions/build.gradle.kts
Transactions,05-core-banking/regenera-core-transactions/CONTRIBUTING.md
Transactions,05-core-banking/regenera-core-transactions/.gitattributes
Transactions,05-core-banking/regenera-core-transactions/settings.gradle.kts
Transactions,05-core-banking/regenera-core-transactions/.env.example
Transactions,05-core-banking/regenera-core-transactions/OWNERS.yaml
Transactions,05-core-banking/regenera-core-transactions/SECURITY.md
Transactions,05-core-banking/regenera-core-transactions/catalog-info.yaml
Transactions,05-core-banking/regenera-core-transactions/deploy/terraform/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/deploy/kubernetes/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/deploy/helm/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/tests/UnknownStateTest.kt
Transactions,05-core-banking/regenera-core-transactions/tests/StateMachineTest.kt
Transactions,05-core-banking/regenera-core-transactions/tests/unit/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/tests/contract/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/tests/security/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/tests/integration/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/tests/performance/.gitkeep
Transactions,05-core-banking/regenera-core-transactions/docs/ARCHITECTURE.md
Transactions,05-core-banking/regenera-core-transactions/docs/THREAT-MODEL.md
Transactions,05-core-banking/regenera-core-transactions/docs/SLO.md
Transactions,05-core-banking/regenera-core-transactions/docs/DEPENDENCIES.md
Transactions,05-core-banking/regenera-core-transactions/docs/RUNBOOK.md
Transactions,05-core-banking/regenera-core-transactions/docs/DATA-FLOW.md
Transactions,05-core-banking/regenera-core-transactions/docs/ROLLBACK.md
Transactions,05-core-banking/regenera-core-transactions/docs/ADR/0001-boundary.md
Transactions,05-core-banking/regenera-core-transactions/scripts/validate.sh
Transactions,05-core-banking/regenera-core-transactions/scripts/build.sh
Transactions,05-core-banking/regenera-core-transactions/scripts/bootstrap.sh
Transactions,05-core-banking/regenera-core-transactions/scripts/release.sh
Transactions,05-core-banking/regenera-core-transactions/scripts/test.sh
Transactions,05-core-banking/regenera-core-transactions/src/main/resources/logback.xml
Transactions,05-core-banking/regenera-core-transactions/src/main/resources/application.yml
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/Application.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/application/query/ListTransactionsQuery.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/application/query/GetTransactionQuery.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/application/query/GenerateReceiptQuery.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/valueobject/TransactionDescription.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/valueobject/TransactionId.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/valueobject/TransactionStatus.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/valueobject/TransactionType.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/aggregate/FinancialTransaction.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/event/TransactionReversed.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/event/TransactionSettled.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/event/TransactionFailed.kt
Transactions,05-core-banking/regenera-core-transactions/src/main/kotlin/com/regenera/transactions/domain/event/TransactionCreated.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/policies/RetryPolicy.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/policies/TransitionPolicy.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/policies/UnknownResolutionPolicy.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/model/TransactionReference.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/model/TransactionTransition.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/model/TransactionState.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/model/TransactionAttempt.kt
Transactions,05-core-banking/regenera-core-transactions/src/domain/model/Transaction.kt
Transactions,05-core-banking/regenera-core-limits/src/main/kotlin/com/regenera/limits/domain/aggregate/TransactionLimit.kt
Transactions,05-core-banking/regenera-core-cards/src/main/kotlin/com/regenera/cards/application/command/ContestTransactionCommand.kt
Transactions,06-risk-control/regenera-control-fraud/src/main/kotlin/com/regenera/fraud/application/command/BlockTransactionCommand.kt
Transactions,06-risk-control/regenera-control-fraud/src/main/kotlin/com/regenera/fraud/application/command/ReleaseTransactionCommand.kt
Transactions,06-risk-control/regenera-control-fraud/src/main/kotlin/com/regenera/fraud/application/command/AssessTransactionCommand.kt
Transactions,06-risk-control/regenera-risk-aml/rules/transaction-monitoring/.gitkeep
Transactions,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/application/command/MatchTransactionCommand.kt
Transactions,06-risk-control/regenera-control-aml/src/main/kotlin/com/regenera/aml/application/command/ScreenTransactionCommand.kt
Idempotency,03-channels/regenera-channel-web-banking/mobile/src/features/transfer-flow/IdempotentButton.tsx
Idempotency,04-bffs/regenera-api-partners/src/idempotency.ts
Idempotency,05-core-banking/regenera-core-ledger/tests/invariants/IdempotencyInvariantTest.kt
Idempotency,05-core-banking/regenera-core-ledger/db/migrations/V007__create_idempotency_registry.sql
Idempotency,05-core-banking/regenera-core-payments/src/main/kotlin/com/regenera/payments/domain/valueobject/IdempotencyKey.kt
Idempotency,05-core-banking/regenera-core-payments/src/main/kotlin/com/regenera/payments/domain/policy/IdempotencyPolicy.kt
Reconciliation,03-channels/regenera-channel-windows-operations/src/Regenera.Operations.Desktop/Views/Reconciliation/ReconciliationPage.xaml
Reconciliation,04-bffs/regenera-bff-operations/src/main/kotlin/com/regenera/bff/api/ReconciliationController.kt
Reconciliation,05-core-banking/regenera-core-ledger/src/domain/model/ReconciliationReference.kt
Reconciliation,05-core-banking/regenera-core-pix/src/main/kotlin/com/regenera/pix/application/command/ReconcilePixPaymentCommand.kt
Reconciliation,05-core-banking/regenera-core-pix/src/main/kotlin/com/regenera/pix/domain/event/PixPaymentReconciled.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/LICENSE
Reconciliation,06-risk-control/regenera-control-reconciliation/CHANGELOG.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docker-compose.local.yml
Reconciliation,06-risk-control/regenera-control-reconciliation/Dockerfile
Reconciliation,06-risk-control/regenera-control-reconciliation/Makefile
Reconciliation,06-risk-control/regenera-control-reconciliation/CODEOWNERS
Reconciliation,06-risk-control/regenera-control-reconciliation/.tool-versions
Reconciliation,06-risk-control/regenera-control-reconciliation/service.yaml
Reconciliation,06-risk-control/regenera-control-reconciliation/.editorconfig
Reconciliation,06-risk-control/regenera-control-reconciliation/README.md
Reconciliation,06-risk-control/regenera-control-reconciliation/.gitignore
Reconciliation,06-risk-control/regenera-control-reconciliation/build.gradle.kts
Reconciliation,06-risk-control/regenera-control-reconciliation/CONTRIBUTING.md
Reconciliation,06-risk-control/regenera-control-reconciliation/.gitattributes
Reconciliation,06-risk-control/regenera-control-reconciliation/settings.gradle.kts
Reconciliation,06-risk-control/regenera-control-reconciliation/.env.example
Reconciliation,06-risk-control/regenera-control-reconciliation/OWNERS.yaml
Reconciliation,06-risk-control/regenera-control-reconciliation/SECURITY.md
Reconciliation,06-risk-control/regenera-control-reconciliation/catalog-info.yaml
Reconciliation,06-risk-control/regenera-control-reconciliation/matching/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/connectors/accounting/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/connectors/ledger/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/connectors/cards/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/connectors/spi/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/connectors/custody/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/connectors/dict/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/deploy/terraform/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/deploy/kubernetes/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/deploy/helm/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/tests/unit/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/tests/contract/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/tests/security/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/tests/integration/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/tests/performance/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/workflows/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/ARCHITECTURE.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/THREAT-MODEL.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/SLO.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/DEPENDENCIES.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/RUNBOOK.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/DATA-FLOW.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/ROLLBACK.md
Reconciliation,06-risk-control/regenera-control-reconciliation/docs/ADR/0001-boundary.md
Reconciliation,06-risk-control/regenera-control-reconciliation/exceptions/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/scripts/validate.sh
Reconciliation,06-risk-control/regenera-control-reconciliation/scripts/build.sh
Reconciliation,06-risk-control/regenera-control-reconciliation/scripts/bootstrap.sh
Reconciliation,06-risk-control/regenera-control-reconciliation/scripts/release.sh
Reconciliation,06-risk-control/regenera-control-reconciliation/scripts/test.sh
Reconciliation,06-risk-control/regenera-control-reconciliation/reports/.gitkeep
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/resources/logback.xml
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/resources/application.yml
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/Application.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/application/command/CloseReconciliationCommand.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/application/command/MatchTransactionCommand.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/application/command/StartReconciliationCommand.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/application/command/RegisterDifferenceCommand.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/domain/valueobject/ReconciliationStatus.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/domain/valueobject/ReconciliationId.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/domain/valueobject/DifferenceReason.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/domain/aggregate/ReconciliationItem.kt
Reconciliation,06-risk-control/regenera-control-reconciliation/src/main/kotlin/com/regenera/reconciliation/domain/aggregate/ReconciliationBatch.kt
Reconciliation,07-integrations/regenera-integration-correspondents/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-bureaus/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-b3/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-susep/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-dict/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-notifications/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-custody/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-spi/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-card-processor/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-card-networks/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-open-finance/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-bacen/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-swift/reconciliation/.gitkeep
Reconciliation,07-integrations/regenera-integration-kyc-providers/reconciliation/.gitkeep
Payments,02-contracts/regenera-contracts-asyncapi/docker-compose.local.yml
Payments,02-contracts/regenera-contracts-asyncapi/Dockerfile
Payments,02-contracts/regenera-contracts-asyncapi/payment-events.yaml
Payments,02-contracts/regenera-contracts-asyncapi/docs/ARCHITECTURE.md
Payments,02-contracts/regenera-contracts-asyncapi/docs/THREAT-MODEL.md
Payments,02-contracts/regenera-contracts-asyncapi/docs/SLO.md
Payments,02-contracts/regenera-contracts-asyncapi/docs/DEPENDENCIES.md
Payments,02-contracts/regenera-contracts-asyncapi/docs/RUNBOOK.md
Payments,02-contracts/regenera-contracts-asyncapi/docs/DATA-FLOW.md
Payments,02-contracts/regenera-contracts-asyncapi/docs/ROLLBACK.md
Payments,02-contracts/regenera-contracts-asyncapi/docs/ADR/0001-boundary.md
Payments,02-contracts/regenera-contracts-json-schema/docker-compose.local.yml
Payments,02-contracts/regenera-contracts-json-schema/Dockerfile
Payments,02-contracts/regenera-contracts-json-schema/docs/ARCHITECTURE.md
Payments,02-contracts/regenera-contracts-json-schema/docs/THREAT-MODEL.md
Payments,02-contracts/regenera-contracts-json-schema/docs/SLO.md
Payments,02-contracts/regenera-contracts-json-schema/docs/DEPENDENCIES.md
Payments,02-contracts/regenera-contracts-json-schema/docs/RUNBOOK.md
Payments,02-contracts/regenera-contracts-json-schema/docs/DATA-FLOW.md
Payments,02-contracts/regenera-contracts-json-schema/docs/ROLLBACK.md
Payments,02-contracts/regenera-contracts-json-schema/docs/ADR/0001-boundary.md
Payments,02-contracts/regenera-contracts-error-catalog/docker-compose.local.yml
Payments,02-contracts/regenera-contracts-error-catalog/Dockerfile
Payments,02-contracts/regenera-contracts-error-catalog/docs/ARCHITECTURE.md
Payments,02-contracts/regenera-contracts-error-catalog/docs/THREAT-MODEL.md
Payments,02-contracts/regenera-contracts-error-catalog/docs/SLO.md
Payments,02-contracts/regenera-contracts-error-catalog/docs/DEPENDENCIES.md
Payments,02-contracts/regenera-contracts-error-catalog/docs/RUNBOOK.md
Payments,02-contracts/regenera-contracts-error-catalog/docs/DATA-FLOW.md
Payments,02-contracts/regenera-contracts-error-catalog/docs/ROLLBACK.md
Payments,02-contracts/regenera-contracts-error-catalog/docs/ADR/0001-boundary.md
Payments,02-contracts/regenera-contracts-sdk/docker-compose.local.yml
Payments,02-contracts/regenera-contracts-sdk/Dockerfile
Payments,02-contracts/regenera-contracts-sdk/docs/ARCHITECTURE.md
Payments,02-contracts/regenera-contracts-sdk/docs/THREAT-MODEL.md
Payments,02-contracts/regenera-contracts-sdk/docs/SLO.md
Payments,02-contracts/regenera-contracts-sdk/docs/DEPENDENCIES.md
Payments,02-contracts/regenera-contracts-sdk/docs/RUNBOOK.md
Payments,02-contracts/regenera-contracts-sdk/docs/DATA-FLOW.md
Payments,02-contracts/regenera-contracts-sdk/docs/ROLLBACK.md
Payments,02-contracts/regenera-contracts-sdk/docs/ADR/0001-boundary.md
Payments,02-contracts/regenera-contracts-events/docker-compose.local.yml
Payments,02-contracts/regenera-contracts-events/Dockerfile
Payments,02-contracts/regenera-contracts-events/docs/ARCHITECTURE.md
Payments,02-contracts/regenera-contracts-events/docs/THREAT-MODEL.md
Payments,02-contracts/regenera-contracts-events/docs/SLO.md
Payments,02-contracts/regenera-contracts-events/docs/DEPENDENCIES.md
Payments,02-contracts/regenera-contracts-events/docs/RUNBOOK.md
Payments,02-contracts/regenera-contracts-events/docs/DATA-FLOW.md
Payments,02-contracts/regenera-contracts-events/docs/ROLLBACK.md
Payments,02-contracts/regenera-contracts-events/docs/ADR/0001-boundary.md
Payments,02-contracts/regenera-contracts-openapi/docker-compose.local.yml
Payments,02-contracts/regenera-contracts-openapi/Dockerfile
Payments,02-contracts/regenera-contracts-openapi/payments/v1.yaml
Payments,02-contracts/regenera-contracts-openapi/docs/ARCHITECTURE.md
Payments,02-contracts/regenera-contracts-openapi/docs/THREAT-MODEL.md
Payments,02-contracts/regenera-contracts-openapi/docs/SLO.md
Payments,02-contracts/regenera-contracts-openapi/docs/DEPENDENCIES.md
Payments,02-contracts/regenera-contracts-openapi/docs/RUNBOOK.md
Payments,02-contracts/regenera-contracts-openapi/docs/DATA-FLOW.md
Payments,02-contracts/regenera-contracts-openapi/docs/ROLLBACK.md
Payments,02-contracts/regenera-contracts-openapi/docs/ADR/0001-boundary.md
Payments,03-channels/regenera-channel-android/docker-compose.local.yml
Payments,03-channels/regenera-channel-android/Dockerfile
Payments,03-channels/regenera-channel-android/feature-onboarding/src/main/kotlin/com/regenera/onboarding/domain/SubmitDocument.kt
Payments,03-channels/regenera-channel-android/core-storage/src/main/kotlin/com/regenera/storage/EncryptedPreferences.kt
Payments,03-channels/regenera-channel-android/feature-pix/src/main/kotlin/com/regenera/pix/domain/ConfirmPixPayment.kt
Payments,03-channels/regenera-channel-android/feature-pix/src/main/kotlin/com/regenera/pix/domain/CreatePixPayment.kt
Payments,03-channels/regenera-channel-android/feature-pix/src/main/kotlin/com/regenera/pix/presentation/PixPaymentScreen.kt
Payments,03-channels/regenera-channel-android/docs/ARCHITECTURE.md
Payments,03-channels/regenera-channel-android/docs/THREAT-MODEL.md
Payments,03-channels/regenera-channel-android/docs/STYLE.pt-BR.md
Payments,03-channels/regenera-channel-android/docs/VALIDATION.md
Payments,03-channels/regenera-channel-android/docs/MODULE-REGISTRY.json
Payments,03-channels/regenera-channel-android/docs/FILE-TREE.txt
Payments,03-channels/regenera-channel-android/docs/SLO.md
Payments,03-channels/regenera-channel-android/docs/DEPENDENCIES.md
Payments,03-channels/regenera-channel-android/docs/RUNBOOK.md
Payments,03-channels/regenera-channel-android/docs/DATA-FLOW.md
Payments,03-channels/regenera-channel-android/docs/SOURCE-AUDIT.md
Payments,03-channels/regenera-channel-android/docs/ROLLBACK.md
