conflict_id,candidato_id,caminho_fisico,sha256_esperado,sha256_confirmado,módulo,tipo_de_arquivo,função_real,classificação_anterior,classificação_forense,consumidor_ativo,contrato_relacionado,teste_relacionado,impacto_funcional,capacidade_p0_anterior,capacidade_p0_confirmada,vínculo_p0,destino_por_modulo,decisão_realmente_necessária,confiança,status
3133,3133-A,,3f1be6b3529d55dda760e15009da00bdfcdd13736be960a04683ec1dd7f883d1,3f1be6b3529d55dda760e15009da00bdfcdd13736be960a04683ec1dd7f883d1,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3287,3287-A,,7d43bea7f7ef15f9fa9f12e52807b1a67db2be24259eb1ae522dab120df49fa3,7d43bea7f7ef15f9fa9f12e52807b1a67db2be24259eb1ae522dab120df49fa3,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3291,3291-A,,c6e18ee208ff69531291bcd3ee40d83745d0c5a237358020a83de8c6c8044156,c6e18ee208ff69531291bcd3ee40d83745d0c5a237358020a83de8c6c8044156,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3309,3309-A,,0b62bf438cf93936a5e17359d15ed299610440b4c683055194f31377532ed9bb,0b62bf438cf93936a5e17359d15ed299610440b4c683055194f31377532ed9bb,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3429,3429-A,,f92afc003b9cee2d4c8775a1bf40b8d4ceec0e2173f37308436535e7cdde45ce,f92afc003b9cee2d4c8775a1bf40b8d4ceec0e2173f37308436535e7cdde45ce,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3433,3433-A,,df969dec916b02c308e8dee37f06e52ff4ced9365dc72333db0351409d307862,df969dec916b02c308e8dee37f06e52ff4ced9365dc72333db0351409d307862,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3506,3506-A,,88a4d2b9c9a7035b5ce467702efabbd6bce687e4f451f46f11cb8bec646d52ba,88a4d2b9c9a7035b5ce467702efabbd6bce687e4f451f46f11cb8bec646d52ba,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3512,3512-A,,ae421d19eb11a33e224d6b9ba223575b9a55b2cb25a3ba5a29d718244ecdd4cb,ae421d19eb11a33e224d6b9ba223575b9a55b2cb25a3ba5a29d718244ecdd4cb,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3654,3654-A,,c24065b6ee8c0efc75120f9fdb4db2f7c7910cf61733200b56c77163bc4ed155,c24065b6ee8c0efc75120f9fdb4db2f7c7910cf61733200b56c77163bc4ed155,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3658,3658-A,,32c7b8082d50b5009446147a341abbf7a9816ccfbb2b2f15e23b3c042d5375e1,32c7b8082d50b5009446147a341abbf7a9816ccfbb2b2f15e23b3c042d5375e1,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3691,3691-A,,f53d38ade1257c62c026db9e8e7b2ce1fdae52de3c1e021e89eac8088ad43da6,f53d38ade1257c62c026db9e8e7b2ce1fdae52de3c1e021e89eac8088ad43da6,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3693,3693-A,,e77ab119350d812a1bcd27d88b0a573eb33d204ff77ca7c24e6b6a2af4d58994,e77ab119350d812a1bcd27d88b0a573eb33d204ff77ca7c24e6b6a2af4d58994,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3694,3694-A,,bad3af362e545ca26bd0275ac261eabbea90e74abf3bfd1ed1c775d6e5dce757,bad3af362e545ca26bd0275ac261eabbea90e74abf3bfd1ed1c775d6e5dce757,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_PER_MODULE,NAO,ALTA,RECLASSIFIED
3765,3765-A,,63bbce184df08d117e724df08802234dd4c083c2dbdf8293c576c1296605abd1,63bbce184df08d117e724df08802234dd4c083c2dbdf8293c576c1296605abd1,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3769,3769-A,,f9eadbfe8b9f048fe79e0f6099b122434d72c9e5241078625b36a43e24e688af,f9eadbfe8b9f048fe79e0f6099b122434d72c9e5241078625b36a43e24e688af,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3787,3787-A,,1650c3789bf22cd50335c5bc35b451049f78de782ebe8d54b06b82c9a4945346,1650c3789bf22cd50335c5bc35b451049f78de782ebe8d54b06b82c9a4945346,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3852,3852-A,,cc6bfd90711e1ea57a6fc249b1c4847433acd476791c45debfd0ea8b2a5e7e88,cc6bfd90711e1ea57a6fc249b1c4847433acd476791c45debfd0ea8b2a5e7e88,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3856,3856-A,,6484f5ad81919a38a4cc62495fd3d0ac8d125a04453e5692a292ea14773557d8,6484f5ad81919a38a4cc62495fd3d0ac8d125a04453e5692a292ea14773557d8,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3874,3874-A,,f0d3078271b123aa76c904a62a8856fcceb34db8045fcf2487a9c6def48a254a,f0d3078271b123aa76c904a62a8856fcceb34db8045fcf2487a9c6def48a254a,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
3983,3983-A,,47f7799feb6cb36618e13d8afd3d31d5a6059e84409cd49ed4f760e2cf8aa807,47f7799feb6cb36618e13d8afd3d31d5a6059e84409cd49ed4f760e2cf8aa807,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4016,4016-A,,5b8a22975f1dd7f4ff0beabf2e0d429c1aa95b890aa24655afc232cd6763e7e3,5b8a22975f1dd7f4ff0beabf2e0d429c1aa95b890aa24655afc232cd6763e7e3,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4020,4020-A,,ee67a43b3e55fad921e7b48bde44a61c02fb3435ab04ed32ce529286a04fa541,ee67a43b3e55fad921e7b48bde44a61c02fb3435ab04ed32ce529286a04fa541,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4038,4038-A,,b24bd495d76e2792fdaf7cfa6cde6ead9a0c08ce010f5b9e7df1d0cdffa7d216,b24bd495d76e2792fdaf7cfa6cde6ead9a0c08ce010f5b9e7df1d0cdffa7d216,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4129,4129-A,,9a951998a2fc07767fe03c9de87463b9e8eacd85451bfb5f7929ace702f2e83b,9a951998a2fc07767fe03c9de87463b9e8eacd85451bfb5f7929ace702f2e83b,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4133,4133-A,,9f77fea3be31b21a2aa0d489d728e1a12c54e2d0ebf95165def0c78eec95879e,9f77fea3be31b21a2aa0d489d728e1a12c54e2d0ebf95165def0c78eec95879e,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4153,4153-A,,3d832513f80baee3ff412c4ca62516b2750a65dc64359b388272c8f5c7be1707,3d832513f80baee3ff412c4ca62516b2750a65dc64359b388272c8f5c7be1707,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4336,4336-A,,378699dbe3d244a3626f6ba6d73b02b9d68ead279636fcdff96cc3ce91777dcd,378699dbe3d244a3626f6ba6d73b02b9d68ead279636fcdff96cc3ce91777dcd,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4340,4340-A,,5dbc12a3e81fa6cdb77dd5a3dd94f0dfcaa16f6e3404606fa6e807e69ecbcd28,5dbc12a3e81fa6cdb77dd5a3dd94f0dfcaa16f6e3404606fa6e807e69ecbcd28,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
4358,4358-A,,6dfdb89e9d8448e9bb2ec213efcf759dc33d14e62b3af22a5f846e86e5767eca,6dfdb89e9d8448e9bb2ec213efcf759dc33d14e62b3af22a5f846e86e5767eca,Unknown,MODULE_METADATA_CONFLICT,STRUCTURAL_SCAFFOLD,BEHAVIORAL_CODE_CONFLICT (Implícito),MODULE_METADATA_CONFLICT,NAO,NAO,NAO,UNKNOWN_IMPACT,SIM,NAO,INVALIDATED,DESTINATION_CONFIRMED,NAO,ALTA,RECLASSIFIED
